accumulation_semantics,horizon_h,max_mm,mean_mm,member_count,min_mm,model,p10_mm,p25_mm,p50_mm,p75_mm,p90_mm,prob_ge_10mm,prob_ge_20mm,prob_ge_30mm,prob_ge_50mm,prob_ge_5mm,run_time_utc,source_file,subarea
cumulative_from_model_start,240,68.7249984741211,17.112261902718316,21,0.5,GEPS,1.350000023841858,4.575000286102295,13.875,22.725000381469727,39.04999923706055,57.14285714285714,28.57142857142857,19.047619047619047,4.761904761904762,66.66666666666666,2026-08-14T12:00:00+00:00,CMC_geps-raw_APCP_SFC_0_latlon0p5x0p5_2026081412_P240_allmbrs.grib2,atim_creek_big_lake_tributary
cumulative_from_model_start,288,79.70000457763672,24.255952871981123,21,0.5250000357627869,GEPS,4.575000286102295,7.724999904632568,20.05000114440918,37.60000228881836,41.17499923706055,71.42857142857143,52.38095238095239,33.33333333333333,4.761904761904762,80.95238095238095,2026-08-14T12:00:00+00:00,CMC_geps-raw_APCP_SFC_0_latlon0p5x0p5_2026081412_P288_allmbrs.grib2,basin_to_05EA002
cumulative_from_model_start,288,79.70000457763672,24.255952871981123,21,0.5250000357627869,GEPS,4.575000286102295,7.724999904632568,20.05000114440918,37.60000228881836,41.17499923706055,71.42857142857143,52.38095238095239,33.33333333333333,4.761904761904762,80.95238095238095,2026-08-14T12:00:00+00:00,CMC_geps-raw_APCP_SFC_0_latlon0p5x0p5_2026081412_P288_allmbrs.grib2,lower_incremental_05EA005_to_05EA002
cumulative_from_model_start,288,79.70000457763672,24.255952871981123,21,0.5250000357627869,GEPS,4.575000286102295,7.724999904632568,20.05000114440918,37.60000228881836,41.17499923706055,71.42857142857143,52.38095238095239,33.33333333333333,4.761904761904762,80.95238095238095,2026-08-14T12:00:00+00:00,CMC_geps-raw_APCP_SFC_0_latlon0p5x0p5_2026081412_P288_allmbrs.grib2,atim_creek_big_lake_tributary
cumulative_from_model_start,336,99.1500015258789,32.210714828400384,21,3.2250001430511475,GEPS,5.200000286102295,16.30000114440918,28.399999618530273,43.125,53.400001525878906,76.19047619047619,57.14285714285714,47.61904761904761,19.047619047619047,90.47619047619048,2026-08-14T12:00:00+00:00,CMC_geps-raw_APCP_SFC_0_latlon0p5x0p5_2026081412_P336_allmbrs.grib2,basin_to_05EA002
cumulative_from_model_start,336,99.1500015258789,32.210714828400384,21,3.2250001430511475,GEPS,5.200000286102295,16.30000114440918,28.399999618530273,43.125,53.400001525878906,76.19047619047619,57.14285714285714,47.61904761904761,19.047619047619047,90.47619047619048,2026-08-14T12:00:00+00:00,CMC_geps-raw_APCP_SFC_0_latlon0p5x0p5_2026081412_P336_allmbrs.grib2,lower_incremental_05EA005_to_05EA002
cumulative_from_model_start,336,99.1500015258789,32.210714828400384,21,3.2250001430511475,GEPS,5.200000286102295,16.30000114440918,28.399999618530273,43.125,53.400001525878906,76.19047619047619,57.14285714285714,47.61904761904761,19.047619047619047,90.47619047619048,2026-08-14T12:00:00+00:00,CMC_geps-raw_APCP_SFC_0_latlon0p5x0p5_2026081412_P336_allmbrs.grib2,atim_creek_big_lake_tributary
cumulative_from_model_start,384,104.95000457763672,35.601191339038664,21,3.25,GEPS,11.074999809265137,17.75,34.400001525878906,47.42499923706055,55.20000076293945,90.47619047619048,66.66666666666666,57.14285714285714,19.047619047619047,95.23809523809523,2026-08-14T12:00:00+00:00,CMC_geps-raw_APCP_SFC_0_latlon0p5x0p5_2026081412_P384_allmbrs.grib2,basin_to_05EA002
cumulative_from_model_start,384,104.95000457763672,35.601191339038664,21,3.25,GEPS,11.074999809265137,17.75,34.400001525878906,47.42499923706055,55.20000076293945,90.47619047619048,66.66666666666666,57.14285714285714,19.047619047619047,95.23809523809523,2026-08-14T12:00:00+00:00,CMC_geps-raw_APCP_SFC_0_latlon0p5x0p5_2026081412_P384_allmbrs.grib2,lower_incremental_05EA005_to_05EA002
cumulative_from_model_start,384,104.95000457763672,35.601191339038664,21,3.25,GEPS,11.074999809265137,17.75,34.400001525878906,47.42499923706055,55.20000076293945,90.47619047619048,66.66666666666666,57.14285714285714,19.047619047619047,95.23809523809523,2026-08-14T12:00:00+00:00,CMC_geps-raw_APCP_SFC_0_latlon0p5x0p5_2026081412_P384_allmbrs.grib2,atim_creek_big_lake_tributary
