event_id,rain_start_utc,rain_end_utc,rain_duration_h,analysis_end_utc,truncation_reason,response_censored,pre_stage_m,pre_discharge_m3s,antecedent_24h_mm,antecedent_72h_mm,antecedent_168h_mm,response_onset_utc,lag_to_onset_h,departure_peak_utc,q_departure_peak_m3s,stage_departure_peak_m,estimated_recession_days_lost,recovery_utc,recovery_duration_h,spatial_periods_requested,spatial_periods_available,spatial_coverage_fraction,basin_mean_mm,basin_max_mm,basin_pct_gt_5mm,basin_pct_gt_10mm,basin_pct_gt_20mm,basin_pct_gt_30mm,basin_pct_gt_50mm,lower_mean_mm,lower_max_mm,lower_pct_gt_5mm,lower_pct_gt_10mm,lower_pct_gt_20mm,lower_pct_gt_30mm,lower_pct_gt_50mm,upper_mean_mm,upper_max_mm,upper_pct_gt_5mm,upper_pct_gt_10mm,upper_pct_gt_20mm,upper_pct_gt_30mm,upper_pct_gt_50mm,middle_mean_mm,middle_max_mm,middle_pct_gt_5mm,middle_pct_gt_10mm,middle_pct_gt_20mm,middle_pct_gt_30mm,middle_pct_gt_50mm,atim_mean_mm,atim_max_mm,atim_pct_gt_5mm,atim_pct_gt_10mm,atim_pct_gt_20mm,atim_pct_gt_30mm,atim_pct_gt_50mm,carrot_mean_mm,carrot_max_mm,carrot_pct_gt_5mm,carrot_pct_gt_10mm,carrot_pct_gt_20mm,carrot_pct_gt_30mm,carrot_pct_gt_50mm,local_mean_mm,local_max_mm,local_pct_gt_5mm,local_pct_gt_10mm,local_pct_gt_20mm,local_pct_gt_30mm,local_pct_gt_50mm,basin_mm,lower_ratio,upper_ratio,duration_h,storm_type,isolated_event,response_quality,eligible_for_point_training,eligible_for_recovery_training
66,2026-07-05T12:00:00+00:00,2026-07-06T00:00:00+00:00,12.0,2026-07-09T12:00:00+00:00,next_rain_event,True,3.01,26.3,0.105298807313721,0.7717904614608929,18.203197193639685,2026-07-05T20:00:00+00:00,8.0,2026-07-08T18:00:00+00:00,0.9927769492965162,0.04872124611349271,0.9022580767073545,,,2,2,1.0,1.7546856690730368,3.4446998834609985,0.0,0.0,0.0,0.0,0.0,1.4227699726819991,2.6359000205993652,0.0,0.0,0.0,0.0,0.0,1.5921582815547783,1.8329999446868896,0.0,0.0,0.0,0.0,0.0,2.0181599497795104,3.4446998834609985,0.0,0.0,0.0,0.0,0.0,1.1358249709010124,1.2845999598503113,0.0,0.0,0.0,0.0,0.0,2.6359000205993652,2.6359000205993652,0.0,0.0,0.0,0.0,0.0,1.4096999645233155,1.6507999002933502,0.0,0.0,0.0,0.0,0.0,1.7546856690730368,0.8108403674565932,0.9073752123341167,12.0,tributary_localized_carrot_creek,True,censored_lower_bound,False,False
67,2026-07-09T12:00:00+00:00,2026-07-12T00:00:00+00:00,60.0,2026-07-15T00:00:00+00:00,next_rain_event,False,2.8205,22.2,0.0703404739504634,0.0705440453699943,2.616315413363432,2026-07-11T08:00:00+00:00,44.0,2026-07-11T21:00:00+00:00,1.0108060408215174,0.05307323093435512,1.0282980458908386,2026-07-14T04:00:00+00:00,55.0,10,10,1.0,28.241738672630163,46.47260040836409,100.0,100.0,80.95238095238095,45.23809523809524,0.0,28.576189582870576,46.47260040836409,100.0,100.0,70.0,40.0,0.0,23.526693066223135,31.634398898109794,100.0,100.0,66.66666666666666,16.666666666666664,0.0,30.90354058135417,36.83869899902493,100.0,100.0,95.0,65.0,0.0,22.37176839596941,27.811124494182877,100.0,100.0,50.0,0.0,0.0,35.49764937919099,35.49764937919099,100.0,100.0,100.0,100.0,0.0,32.15543457312742,46.47260040836409,100.0,100.0,80.0,60.0,0.0,28.241738672630163,1.0118424334322071,0.833046907590838,60.0,widespread_basin,True,complete,True,True
68,2026-07-15T00:00:00+00:00,2026-07-16T06:00:00+00:00,30.0,2026-07-19T00:00:00+00:00,next_rain_event,True,2.532,16.8,0.0295499993122315,0.05331547457830115,28.365552954485224,2026-07-15T10:00:00+00:00,10.0,2026-07-15T09:00:00+00:00,1.6687397145107603,0.10101048556292991,1.9810606578089947,,,5,5,1.0,12.932862698056159,24.131698903162032,92.85714285714286,73.80952380952381,11.904761904761903,0.0,0.0,12.029824514058419,24.131698903162032,70.0,60.0,20.0,0.0,0.0,14.404616210978324,20.609849018394016,100.0,91.66666666666666,8.333333333333332,0.0,0.0,12.50132968230173,22.54205012321472,100.0,70.0,10.0,0.0,0.0,6.127087189874146,12.932799343951046,25.0,25.0,0.0,0.0,0.0,24.11654862528667,24.11654862528667,100.0,100.0,100.0,0.0,0.0,14.334669551160186,24.131698903162032,100.0,80.0,20.0,0.0,0.0,12.932862698056159,0.9301749191125744,1.113799515798105,30.0,widespread_basin,True,censored_lower_bound,False,False
69,2026-07-19T00:00:00+00:00,2026-07-21T18:00:00+00:00,66.0,2026-07-26T00:00:00+00:00,next_rain_event,True,2.3775,14.6,0.0112035708762482,1.7654797199564718,13.169417452894516,2026-07-19T05:00:00+00:00,5.0,2026-07-24T18:00:00+00:00,2.478703509922285,0.17235475755114216,4.175059914357309,,,11,11,1.0,37.0673038563996,56.92779874801636,100.0,100.0,100.0,92.85714285714286,9.523809523809524,49.52362943033222,56.92779874801636,100.0,100.0,100.0,100.0,40.0,32.13897378317779,36.332099249004386,100.0,100.0,100.0,100.0,0.0,33.79613911336637,43.19939963519573,100.0,100.0,100.0,85.0,0.0,48.44639992626617,50.9701501976233,100.0,100.0,100.0,100.0,50.0,46.0672492980957,46.0672492980957,100.0,100.0,100.0,100.0,0.0,51.076689060032365,56.92779874801636,100.0,100.0,100.0,100.0,40.0,37.0673038563996,1.3360461721788288,0.8670437404264852,66.0,widespread_basin,True,censored_lower_bound,False,False
70,2026-07-26T00:00:00+00:00,2026-07-26T06:00:00+00:00,6.0,2026-07-27T00:00:00+00:00,next_rain_event,True,2.193,12.2,0.0074940474171723,0.0451738084652569,37.11955207001024,2026-07-26T06:00:00+00:00,6.0,2026-07-26T04:00:00+00:00,1.1592925996886088,0.08789505568838152,1.7758514408244277,,,1,1,1.0,15.929556710379464,20.6966495513916,100.0,97.61904761904762,11.904761904761903,0.0,0.0,13.688654613494872,18.235198974609375,100.0,100.0,0.0,0.0,0.0,16.118762175242107,20.6966495513916,100.0,91.66666666666666,25.0,0.0,0.0,16.936484479904173,20.563098907470703,100.0,100.0,10.0,0.0,0.0,11.866074800491333,13.162599563598633,100.0,100.0,0.0,0.0,0.0,15.956899642944336,15.956899642944336,100.0,100.0,0.0,0.0,0.0,14.693069458007812,18.235198974609375,100.0,100.0,0.0,0.0,0.0,15.929556710379464,0.8593242650986984,1.0118776352853158,6.0,widespread_basin,True,censored_lower_bound,False,False
71,2026-07-27T00:00:00+00:00,2026-07-28T00:00:00+00:00,24.0,2026-07-29T00:00:00+00:00,next_rain_event,True,2.1985,12.3,15.940961471952807,15.985931708999919,26.557002380918547,2026-07-27T21:00:00+00:00,21.0,2026-07-27T20:00:00+00:00,1.0422134111254895,0.07735965974103154,1.632443950464091,,,4,4,1.0,6.670976014186938,12.187049768865108,73.80952380952381,9.523809523809524,0.0,0.0,0.0,8.776384820789099,12.187049768865108,90.0,40.0,0.0,0.0,0.0,4.617054059480627,6.034949839115143,33.33333333333333,0.0,0.0,0.0,0.0,6.8506247837096454,9.290599398314953,90.0,0.0,0.0,0.0,0.0,6.245349887758493,8.724249593913555,75.0,0.0,0.0,0.0,0.0,10.70969945192337,10.70969945192337,100.0,100.0,0.0,0.0,0.0,10.414549840986728,12.187049768865108,100.0,60.0,0.0,0.0,0.0,6.670976014186938,1.315607311752382,0.6921107270752728,24.0,tributary_localized_carrot_creek,False,antecedent_rain_overlap,False,False
72,2026-07-29T00:00:00+00:00,2026-07-29T06:00:00+00:00,6.0,2026-08-02T06:00:00+00:00,next_rain_event,True,2.155,11.7,0.0108285711584834,22.62276605729823,22.668654151506157,2026-07-29T04:00:00+00:00,4.0,2026-08-02T06:00:00+00:00,1.271338160449302,0.08058691121256345,2.402119169655716,,,1,1,1.0,5.901128436837878,8.88539981842041,78.57142857142857,0.0,0.0,0.0,0.0,5.699924898147583,6.534599781036377,80.0,0.0,0.0,0.0,0.0,5.00503741701444,8.88539981842041,41.66666666666667,0.0,0.0,0.0,0.0,6.539384818077087,7.44819974899292,100.0,0.0,0.0,0.0,0.0,6.21391236782074,6.534599781036377,100.0,0.0,0.0,0.0,0.0,5.917550086975098,5.917550086975098,100.0,0.0,0.0,0.0,0.0,5.245209884643555,6.534599781036377,60.0,0.0,0.0,0.0,0.0,5.901128436837878,0.9659042264807729,0.8481492091869112,6.0,mixed_or_weak,False,antecedent_rain_overlap,False,False
73,2026-08-02T06:00:00+00:00,2026-08-03T06:00:00+00:00,24.0,2026-08-05T00:00:00+00:00,next_rain_event,True,2.0549999999999997,10.5,0.24926548772158902,0.2532821542394924,12.848825890325578,2026-08-02T14:00:00+00:00,8.0,2026-08-02T20:00:00+00:00,0.8367927605510417,0.06435227485128214,1.4690868928754197,2026-08-04T10:00:00+00:00,38.0,4,4,1.0,12.175021405730929,14.028599739074707,100.0,100.0,0.0,0.0,0.0,12.477040016651154,14.028599739074707,100.0,100.0,0.0,0.0,0.0,12.389824931820234,13.554699897766113,100.0,100.0,0.0,0.0,0.0,11.895129984617233,12.56850004196167,100.0,100.0,0.0,0.0,0.0,11.832950085401535,12.430350184440613,100.0,100.0,0.0,0.0,0.0,13.730100154876709,13.730100154876709,100.0,100.0,0.0,0.0,0.0,12.741699934005737,14.028599739074707,100.0,100.0,0.0,0.0,0.0,12.175021405730929,1.0248064131351804,1.0176429690701154,24.0,widespread_basin,True,censored_lower_bound,False,False
74,2026-08-05T00:00:00+00:00,2026-08-05T06:00:00+00:00,6.0,2026-08-09T06:00:00+00:00,next_rain_event,True,1.9355,9.18,0.03675357050157063,12.460226178278734,18.367527233918995,2026-08-05T07:00:00+00:00,7.0,2026-08-05T05:00:00+00:00,0.34442983373080516,0.029439202101739115,0.6592814062280744,2026-08-07T09:00:00+00:00,52.0,1,1,1.0,5.545141543660845,8.069049835205078,69.04761904761905,0.0,0.0,0.0,0.0,6.2770898818969725,6.849299907684326,90.0,0.0,0.0,0.0,0.0,3.30073744058609,4.58144998550415,0.0,0.0,0.0,0.0,0.0,6.5258098363876345,8.069049835205078,100.0,0.0,0.0,0.0,0.0,6.052024960517883,6.784450054168701,75.0,0.0,0.0,0.0,0.0,6.849299907684326,6.849299907684326,100.0,0.0,0.0,0.0,0.0,6.342699813842773,6.711949825286865,100.0,0.0,0.0,0.0,0.0,5.545141543660845,1.13199813430784,0.5952485458841826,6.0,mixed_or_weak,False,antecedent_rain_overlap,False,False
75,2026-08-09T06:00:00+00:00,2026-08-09T18:00:00+00:00,12.0,2026-08-10T18:00:00+00:00,next_rain_event,True,1.756,7.31,0.8531904558850719,1.9020499474967698,19.972898601940997,,,2026-08-10T17:00:00+00:00,0.15152367395161637,0.008731141504042528,0.36148747470625964,,,2,2,1.0,4.380033224111512,7.293699741363525,33.33333333333333,0.0,0.0,0.0,0.0,3.8386949211359025,4.3592498898506165,0.0,0.0,0.0,0.0,0.0,3.0653499166170755,3.818499803543091,0.0,0.0,0.0,0.0,0.0,5.439512360095978,7.293699741363525,70.0,0.0,0.0,0.0,0.0,3.8370874151587486,4.3592498898506165,0.0,0.0,0.0,0.0,0.0,3.9309998750686646,3.9309998750686646,0.0,0.0,0.0,0.0,0.0,3.821519935131073,4.177049994468689,0.0,0.0,0.0,0.0,0.0,4.380033224111512,0.8764077176411329,0.6998462705129094,12.0,middle_mainstem_concentrated,False,antecedent_rain_overlap,False,False
76,2026-08-10T18:00:00+00:00,2026-08-12T00:00:00+00:00,30.0,2026-08-12T18:00:00+00:00,next_rain_event,True,1.703,6.79,0.44990713284018313,6.0075593766468085,12.627681838882078,2026-08-11T00:00:00+00:00,6.0,2026-08-12T18:00:00+00:00,0.49308861976254104,0.03985813071086741,1.2679676542973914,,,5,5,1.0,7.004725984763354,10.798399652121589,88.09523809523809,7.142857142857142,0.0,0.0,0.0,9.066379705350846,10.798399652121589,100.0,30.0,0.0,0.0,0.0,5.402229014628877,6.95134961605072,58.333333333333336,0.0,0.0,0.0,0.0,6.9353973065502945,8.974999845027924,100.0,0.0,0.0,0.0,0.0,8.27167472045403,9.011249728500843,100.0,0.0,0.0,0.0,0.0,8.41904990375042,8.41904990375042,100.0,0.0,0.0,0.0,0.0,9.831609653588384,10.798399652121589,100.0,60.0,0.0,0.0,0.0,7.004725984763354,1.2943232504843145,0.7712263158301665,30.0,tributary_localized_direct_local,False,antecedent_rain_overlap,False,False
77,2026-08-12T18:00:00+00:00,2026-08-14T00:00:00+00:00,30.0,2026-08-14T13:00:00+00:00,dataset_right_edge,True,1.669,6.47,2.3651749170468457,7.531031924324841,13.93868294961673,,,2026-08-14T13:00:00+00:00,0.18279462780210665,0.007216278350910654,0.4815297048064087,,,5,5,1.0,2.2394713808386033,7.392850004136562,9.523809523809524,0.0,0.0,0.0,0.0,1.3274999594956172,1.925499943550676,0.0,0.0,0.0,0.0,0.0,3.6817207440326456,7.392850004136562,33.33333333333333,0.0,0.0,0.0,0.0,1.8301074735936709,2.3556499236728996,0.0,0.0,0.0,0.0,0.0,1.3427249629748985,1.6937499248888344,0.0,0.0,0.0,0.0,0.0,1.925499943550676,1.925499943550676,0.0,0.0,0.0,0.0,0.0,1.19571995990118,1.320849955722224,0.0,0.0,0.0,0.0,0.0,2.2394713808386033,0.5927737995912745,1.6440133040030056,30.0,upper_lake_chain_concentrated,False,antecedent_rain_overlap,False,False
